"SwProjectID","ProjectCategory","CouncilDistrict","ProjectStreet","FromStreet","ToStreet","SideOfStreet","EstTotalCost","FiscalYear","ScheduleStart","ScheduleFinish","ActualStart","ActualFinish","PercentComplete","ProjectType","ProjectManager","Contact","ProjectLength","SidewalkInstalledFeet","ProjectStatus","ProjectLimits","Shape_Length","ActStart","ActFinish","ActDuration"
"3174","IMP","9","Fabulous","Serenade","Cul-de-sac","Both Sides",236604.1146,2016,NA,NA,NA,2016-12-02,NA,NA,NA,NA,3279,NA,"Additional Funds $10M","Fabulous - Both Sides ( Serenade To Cul-de-sac )",3257.28705238612,NA,2016-12-02,NA
"3175","IMP","9","Patricia","Blanco","Reverie","One Side",325147.095,2016,NA,NA,NA,NA,NA,NA,NA,NA,2850,NA,"Additional Funds $10M","Patricia - Even Side ( Blanco To Reverie )",2781.7772266027,NA,NA,NA
"3176","IMP","9","Reverie","Fantasia","Patricia","One Side",224721.546,2016,NA,NA,NA,2017-09-29,NA,NA,NA,NA,1670,NA,"Additional Funds $10M","Reverie - Even Side ( Fantasia To Patricia )",863.42989519113,NA,2017-09-29,NA
"3178","IMP","9","Roan Park","Evans Rd","Roan Forest Elementary","One Side",208866.42,2016,NA,NA,NA,2017-12-15,NA,NA,NA,NA,2520,NA,"Additional Funds $10M","Roan Park - West Side ( Evans Rd To Roan Forest Elementary )",2464.51036885212,NA,2017-12-15,NA
"3179","IMP","8","Kyle Seale Pkwy","Living Hills","Sierra Hermosa","One Side",95130.756,2016,NA,NA,NA,2017-12-13,NA,NA,NA,NA,1084,NA,"Additional Funds $10M","Kyle Seale Pkwy - East Side ( Living Hills To Sierra Hermosa )",1070.17321187409,NA,2017-12-13,NA
"3180","IMP","8","Spring Ridge Dr","Babcock","Hickory Springs Dr","Both Sides",44229.5609,2016,NA,NA,NA,2017-12-15,NA,NA,NA,NA,534,NA,"Additional Funds $10M","Spring Ridge Dr - Both Sides ( Babcock To Hickory Springs Dr )",517.95964333405,NA,2017-12-15,NA
"3181","IMP","8","Shenandale","Clifton Forge","Flint Hill","Both Sides",131756.4871,2016,NA,NA,NA,NA,NA,NA,NA,NA,1393,NA,"Additional Funds $10M","Shenandale - Both Sides ( Clifton Forge To Flint Hill )",1457.88405073901,NA,NA,NA
"3182","IMP","8","Belle Grove","Clifton Forge","Cul-De-Sac","Both Sides",139000,2017,NA,NA,NA,NA,NA,NA,NA,NA,1437,NA,"Additional $10 Million","Belle Grove - Both Sides ( Clifton Forge To Cul-De-Sac )",1401.90423762031,NA,NA,NA
"3183","IMP","8","Dun More Dr","Clifton Forge","Cul-De-Sac","Both Sides",193000,2017,NA,NA,NA,NA,NA,NA,NA,NA,1940,NA,"Additional $10 Million","Dun More Dr - Both Sides ( Clifton Forge To Cul-De-Sac )",1907.33129800809,NA,NA,NA
"3184","IMP","8","Ramsgate","Clifton Forge","Stockbridge","One Side",201017.8401,2016,NA,NA,NA,NA,NA,NA,NA,NA,2425,NA,"Additional Funds $10M","Ramsgate - West Side ( Clifton Forge To Stockbridge )",2368.26932684583,NA,NA,NA
"3185","IMP","10","Encanta","Leonhardt","5347 Encanta","One Side",48072.43,2016,NA,NA,NA,NA,NA,NA,NA,NA,580,NA,"Additional Funds $10M","Encanta - East Side ( Leonhardt To 5347 Encanta )",647.057810229899,NA,NA,NA
"3186","IMP","7","Club Dr","Wilson","Fredericksburg Rd","Both Sides",624566.9392,2016,NA,NA,NA,2016-11-16,NA,NA,NA,NA,7316,NA,"Additional Funds $10M","Club Dr - Both Sides ( Wilson To  Fredericksburg Rd )",8550.43299877143,NA,2016-11-16,NA
"3187","IMP","7","Magnolia W","Kampmann Blvd","Lake Blvd","Both Sides",243304.5075,2016,NA,NA,NA,NA,NA,NA,NA,NA,2850,NA,"Additional Funds $10M","Magnolia W - Both Sides ( Kampmann Blvd To Lake Blvd )",2799.9362368092,NA,NA,NA
"3188","IMP","5","Hearne","Desoto","Marian","Both Sides",88817.9586,2016,NA,NA,NA,NA,NA,NA,NA,NA,893,NA,"Additional Funds $10M","Hearne - Both Sides ( Desoto To Marian )",1436.48838857637,NA,NA,NA
"3189","IMP","5","Hearne","Nogalitos","Marian","Both Sides",182343.7,2016,NA,NA,NA,NA,NA,NA,NA,NA,2200,NA,"Additional Funds $10M","Hearne - Both Sides ( Nogalitos To Marian )",2016.20647911613,NA,NA,NA
"3190","IMP","5","Marian","Cavalier","Hearne","Both Sides",42904.4,2016,NA,NA,NA,NA,NA,NA,NA,NA,550,NA,"Additional Funds $10M","Marian - Both Sides ( Cavalier To Hearne )",516.464020922335,NA,NA,NA
"3192","IMP","5","Cavalier","Garland","Desoto","Both Sides",256938.85,2016,NA,NA,NA,NA,NA,NA,NA,NA,3100,NA,"Additional Funds $10M","Cavalier - Both Sides ( Garland To Desoto )",3217.55013520699,NA,NA,NA
"3193","IMP","5","Roslyn","Gaynor","Academic","Both Sides",316336.0914,2016,NA,NA,NA,NA,NA,NA,NA,NA,4220,NA,"Additional Funds $10M","Roslyn - Both Sides (  Gaynor To Academic )",4092.29468620024,NA,NA,NA
"3200","IMP","4","Fernleaf Ave","Holder","Carmel","Both Sides",122667.58,2016,NA,NA,NA,NA,NA,NA,NA,NA,1480,NA,"Additional Funds $10M","Fernleaf Ave - Both Sides ( Holder To Carmel )",1447.09397716362,NA,NA,NA
"3201","IMP","4","Barlite Blvd","Kendalia Ave","SW Military Dr","Both Sides",169082.34,2016,NA,NA,NA,NA,NA,NA,NA,NA,2040,NA,"Additional Funds $10M","Barlite Blvd - Both Sides ( Kendalia Ave To SW Military Dr )",1689.94694260575,NA,NA,NA
"3202","IMP","4","Kendalia Ave","Barlite Blvd","Somerset Rd","Both Sides",20720.875,2016,NA,NA,NA,NA,NA,NA,NA,NA,250,NA,"Additional Funds $10M","Kendalia Ave - Both Sides ( Barlite Blvd To Somerset Rd )",423.297744722779,NA,NA,NA
"3203","IMP","6","Ingram Rd south side of Mall","Start at south egres to Access Rd","West then south 292' from corner","One Side",58506,2016,NA,NA,NA,2016-10-12,NA,NA,NA,NA,800,NA,"Completed","From existing sidewalk on south side of Ingram at egress to access road and going west to intersection of Wurzbach and Ingram then south on east side of Ingram Rd to meet existing sidewalk approx. 292' from corner.",823.1637764801,NA,2016-10-12,NA
"3207","IMP","6","Village Parkway","Cottage Park","Ledgeside","One Side",14626.5,2016,NA,NA,NA,2016-10-28,NA,NA,NA,NA,200,NA,NA,"Village Parkway - north ( Cottage Park To Ledgeside )",238.055440972101,NA,2016-10-28,NA
"3210","IMP","3","White W","Ramsdell St","Flores St S","Both Sides",176707.622,2016,NA,NA,NA,2017-10-13,NA,NA,NA,NA,2132,NA,"Additional Funds $10M","White W - Both Sides ( Ramsdell St To Flores St S )",3545.46682456082,NA,2017-10-13,NA
"3213","IMP","2","Elmhurst","New Braunfels N","Broadway","One Side",162257,2016,NA,NA,NA,2016-10-21,NA,NA,NA,NA,1600,NA,"Additional Funds $10M","Elmhurst - South Side ( New Braunfels N To Broadway )",1608.0795778693,NA,2016-10-21,NA
"3214","IMP","2","Kay Ann","WW White S","Susanwood Dr","Both Sides",76813.5025,2016,NA,NA,NA,NA,NA,NA,NA,NA,1150,NA,"Additional Funds $10M","Kay Ann - Both Sides ( WW White S To Susanwood Dr )",1139.03430068721,NA,NA,NA
"3215","IMP","2","Nolan","St Johns","New Braunfels N","Both Sides",69244.7763,2016,NA,NA,NA,NA,NA,NA,NA,NA,650,NA,"Additional Funds $10M","Nolan - Both Sides ( St Johns To New Braunfels N )",1409.39291545182,NA,NA,NA
"3217","IMP","1","Elsmere Place","Grant","Flores","Both Sides",265227.2,2016,NA,NA,NA,NA,NA,NA,NA,NA,3200,NA,"Additional Funds $10M","Elsmere Place - Both Sides ( Grant To Flores )",4758.45678770769,NA,NA,NA
"3218","IMP","1","Brookview","Dresden","Burwood","One Side",157478.65,2016,NA,NA,NA,2017-09-29,NA,NA,NA,NA,1900,NA,"Additional Funds $10M","Brookview - East Side ( Dresden To Burwood )",2561.31690659685,NA,2017-09-29,NA
"3219","IMP","1","Allena","Burwood","Schmeltzer","One Side",103604.375,2016,NA,NA,NA,NA,NA,NA,NA,NA,1250,NA,"Additional Funds $10M","Allena - East Side ( Burwood To Schmeltzer )",1411.17945259819,NA,NA,NA
"3220","IMP","1","Gilbert","Allena","Brookview","Both Sides",144500,2016,NA,NA,NA,NA,NA,NA,NA,NA,1700,NA,"Baseline","Gilbert - Both Sides ( Allena To Brookview )",1611.06857356506,NA,NA,NA
"3221","IMP","1","Santa Paula","Clower","IH 10 W Access Rd","Both Sides",22792.9625,2016,NA,NA,NA,NA,NA,NA,NA,NA,275,NA,"Additional Funds $10M","Santa Paula - Both Sides ( Clower To IH 10 W Access Rd )",455.35089014558,NA,NA,NA
"3222","IMP","1","Capitol","El Monte","Hermaine","One Side",80750,2016,NA,NA,NA,NA,NA,NA,NA,NA,950,NA,"Baseline","Capitol - East Side ( El Monte To Hermaine )",848.530693241479,NA,NA,NA
"3223","IMP","1","West Ave","Jackson-Keller","IH 10 Access Rd","Both Sides",406031.64,2016,NA,NA,NA,NA,NA,NA,NA,NA,3470,NA,"Additional Funds $10M","West Ave - Both Sides ( Jackson-Keller To IH 10 Access Rd )",5081.29724064552,NA,NA,NA
"3227","IMP","8","Parksite Woods","Walnut Woods","Shavano Woods","One Side",33153.4,2016,NA,NA,NA,2018-01-31,NA,NA,NA,NA,283,NA,"Additional Funds $10M","Parksite Woods - East Side ( Walnut Woods To Shavano Woods )",263.081571837444,NA,2018-01-31,NA
"3228","IMP","6","Shady Grove","Crestfield","Military","One Side",14919.03,2016,NA,NA,NA,NA,NA,NA,NA,NA,180,NA,"Completed","Shady Grove - North Side ( Crestfield To Military )",1686.88186527196,NA,NA,NA
"3229","IMP","9","Horse Creek St","15714 Horse Creek","15714 Horse Creek","One Side",17551.8,2016,NA,NA,NA,NA,NA,NA,NA,NA,20,NA,"Additional Funds $10M","Horse Creek St - East Side ( 15714 Horse Creek To 15714 Horse Creek )",1769.03790662315,NA,NA,NA
"3230","IMP","10","Bellcrest Dr","14303 Bellcrest Dr","14306 Bellcrest Dr","One Side",11701.2,2016,NA,NA,NA,NA,NA,NA,NA,NA,166,NA,"Additional Funds $10M","on Bellcrest Dr from 14303 Bellcrest Dr to the back side of 14306 Begonia",3817.43094836252,NA,NA,NA
"3237","IMP","6","Westover Hills","Hunt Lane","Rogers Rd","One Side",109699,2016,NA,NA,NA,2016-10-13,NA,NA,NA,NA,1510,NA,"Completed","Westover Hills - North Side ( Hunt Lane To Rogers Rd )",2182.51629676572,NA,2016-10-13,NA
"3238","IMP","3","New Braunfels Ave S","Koehler","Pecan Valley","One Side",225029,2016,NA,NA,NA,NA,NA,NA,NA,NA,3040,NA,"Additional Funds $10M","New Braunfels Ave S - South Side ( Koehler To Pecan Valley )",2194.00401489503,NA,NA,NA
"3283","IMP","10","El Charro","Nacogdoches Rd","Los Indios","Both Sides",159000,2017,NA,NA,NA,NA,NA,NA,NA,NA,2262,NA,"Additional $10 Million","El Charro - Both Sides ( Nacogdoches Rd To Los Indios )",1572.15844127776,NA,NA,NA
"3302","IMP","4","Five Palms Dr","Lackland AFB Fence-Line","Lelani Place","One Side",50000,2017,NA,NA,NA,NA,NA,NA,NA,NA,452,NA,"Additional $10 Million","Five Palms Dr - West Side ( Lackland AFB Fence-Line To Lelani Place )",2483.23937171753,NA,NA,NA
"3303","IMP","4","Plum Crk","Five Forks","Caney Crk","Both Sides",45000,2017,NA,NA,NA,NA,NA,NA,NA,NA,439,NA,"Baseline","Plum Crk - Both sides ( Five Forks To Caney Crk )",1298.88609552371,NA,NA,NA
"3305","IMP","10","Ghent Dr","Bob White Dr","Nacogdoches Rd","Both Sides",267000,2016,NA,NA,NA,2017-01-31,NA,NA,NA,NA,1570,NA,NA,"Ghent Dr - Both Sides ( Bob White Dr To Nacogdoches Rd )",2759.93389925092,NA,2017-01-31,NA
"3307","IMP","6","Vormis View","Ingram Rd","Loska Green","Both Sides",15000,2017,NA,NA,NA,NA,NA,NA,NA,NA,300,NA,"Additional $10 Million","Vormis View - Both Sides ( Ingram Rd To Loska Green )",1892.6969102023,NA,NA,NA
"3308","IMP","3","Anton Dr","Goliad Rd","Belford","Both Sides",373000,2017,NA,NA,NA,NA,NA,NA,NA,NA,4174,NA,"Additional $10 Million","Anton Dr - Both Sides ( Goliad Rd To Belford )",5500.21887690512,NA,NA,NA
"3310","IMP","9","Bitters Rd W","Old Bitters Rd","Racquet Club","One Side",78000,2017,NA,NA,NA,NA,NA,NA,NA,NA,644,NA,"Additional $10 Million","Bitters Rd W - South Side ( Old Bitters Rd To Racquet Club )",2150.32654943177,NA,NA,NA
"3311","IMP","9","Stonehaven Dr","Litchfield Dr","Burwick","One Side",79000,2017,NA,NA,NA,NA,NA,NA,NA,NA,830,NA,"Additional $10 Million","Stonehaven Dr - South Side ( Litchfield Dr To Burwick )",1190.00134726179,NA,NA,NA
"3312","IMP","9","Fabulous","West Ave","Mt Boracho","One Side",128000,2017,NA,NA,NA,NA,NA,NA,NA,NA,865,NA,"Additional $10 Million","Fabulous - South Side ( West Ave To Mt Boracho )",1516.35029753702,NA,NA,NA
"3319","IMP","1","Ashby Place W","N Flores St","San Pedro","One Side",96434.5,2017,NA,NA,NA,NA,NA,NA,NA,NA,950,NA,"Additional $10 Million","Ashby Place W - South Side ( N Flores St To  San Pedro )",2683.69757202418,NA,NA,NA
"3342","IMP","6","Genova","Jewett","Lance St","Both Sides",113814.99683857,2016,NA,NA,NA,2017-01-31,NA,NA,NA,NA,1300,NA,NA,"Genova - Both Sides ( Jewett To Lance St )",1431.15725263983,NA,2017-01-31,NA
"3346","IMP","6","Potranco Rd","Richland Hills Dr","W Military Dr","Both Sides",263000,2017,NA,NA,NA,NA,NA,NA,NA,NA,5357,NA,"Additional $10 Million","Potranco Rd - Both Sides ( Richland Hills Dr To W Military Dr )",5065.8268684556,NA,NA,NA
"3347","IMP","5","Wilcox Ave","Crittendon","Dead End","Both Sides",277455,2017,NA,NA,NA,NA,NA,NA,NA,NA,2443,NA,"Additional $10 Million","Wilcox Ave - Both Sides ( Crittendon To Dead End )",2726.01586840593,NA,NA,NA
"3350","IMP","4","Greencastle Dr","Seacomber","Mai Kai Dr","Both Sides",78000,2017,NA,NA,NA,NA,NA,NA,NA,NA,735,NA,"Additional $10 Million","Greencastle Dr - Both Sides ( Seacomber To Mai Kai Dr )",1601.7913849828,NA,NA,NA
"3351","IMP","3","Bascum Blvd","Baltzell Ave","Ashley Rd","One Side",87000,2017,NA,NA,NA,NA,NA,NA,NA,NA,963,NA,"Additional $10 Million","Bascum Blvd - West Side ( Baltzell Ave To Ashley Rd )",1229.10793969027,NA,NA,NA
"3352","IMP","3","Ashley Rd","Heather Ct","Leah Dr","One Side",45000,2017,NA,NA,NA,NA,NA,NA,NA,NA,497,NA,"Additional $10 Million","Ashley Rd - North Side ( Heather Ct To Leah Dr )",1907.11435551556,NA,NA,NA
"3354","IMP","3","Yett Ave","Ashley Rd","Bernard Dr","One Side",12000,2017,NA,NA,NA,NA,NA,NA,NA,NA,127,NA,"Additional $10 Million","Yett Ave - North Side ( Ashley Rd To Bernard Dr )",374.054112407632,NA,NA,NA
"3359","IMP","10","Wahada","Lovelace Dr","MacArthur View","One Side",110500,2017,NA,NA,NA,NA,NA,NA,NA,NA,1081,NA,"Additional $10 Million","SW",1983.32320118889,NA,NA,NA
"3362","IMP","10","La Barranca St","El Sendero","Madrigal","One Side",105000,2017,NA,NA,NA,NA,NA,NA,NA,NA,1165,NA,"Baseline","La Barranca St - North Side ( El Sendero To Madrigal )",1639.38442539048,NA,NA,NA
"3363","IMP","10","La Bahia","El Gusto","El Sendero","One Side",46800,2017,NA,NA,NA,NA,NA,NA,NA,NA,520,NA,"Baseline","La Bahia - West Side ( El Gusto To El Sendero )",1373.63377602062,NA,NA,NA
"3367","IMP","1","Minter","Ruiz St","Perez St","Both Sides",136000,2017,NA,NA,NA,NA,NA,NA,NA,NA,1500,NA,"Additional $10 Million","Minter - Both Sides ( Ruiz St To Perez St )",1559.60898028739,NA,NA,NA
"3368","IMP","1","Sadie St","Eager Dr","Labor St","Both Sides",69128.31,2017,NA,NA,NA,NA,NA,NA,NA,NA,681,NA,"Additional $10 Million","Sadie St - Both Sides ( Eager Dr To Labor St )",1452.83394831807,NA,NA,NA
"3375","IMP","9","Baltic Dr","Silver Oaks","Larkspur","Both Sides",165562.81,2015,NA,NA,NA,NA,NA,NA,NA,NA,1631,NA,"Baseline","Baltic Dr - Both Sides ( Silver Oaks To Larkspur )",2332.71156911888,NA,NA,NA
"3381","IMP","2","Dashiell St","S Cherry","S Hackberry St","Both Sides",125000,2017,NA,NA,NA,NA,NA,NA,NA,NA,1270,NA,"Additional $10 Million","Dashiell St - Both Sides ( S Cherry To S Hackberry St )",2317.52520045382,NA,NA,NA
"3385","IMP","2","Lakefront","Us Hwy 87 E","Lake Altair","One Side",144500,2017,NA,NA,NA,NA,NA,NA,NA,NA,1100,NA,"Additional $10 Million","Lakefront - West Side ( Us Hwy 87 E To Lake Altair )",1877.2002475185,NA,NA,NA
"3386","IMP","2","Lake Crystal","Lakefront","Lake Cv","One Side",51500,2017,NA,NA,NA,NA,NA,NA,NA,NA,275,NA,"Additional $10 Million","Lake Crystal - East Side ( Lakefront To Lake Cv )",1837.52404349343,NA,NA,NA
"3388","IMP","8","Big Meadows Ln","Stockbridge Ln","Clifton Forge Dr","One Side",220590,2017,NA,NA,NA,NA,NA,NA,NA,NA,2322,NA,"Additional $10 Million","Big Meadows Ln - South Side ( Stockbridge Ln To Clifton Forge Dr )",3050.59958926635,NA,NA,NA
"3391","IMP","8","Horizon Hill Blvd","Medical Dr","Fountainhead Dr","One Side",14293,2017,NA,NA,NA,NA,NA,NA,NA,NA,137,NA,"new","Horizon Hill Blvd - South Side ( Medical Dr To Fountainhead Dr )",2916.65934271023,NA,NA,NA
"3392","IMP","8","Horizon Hill Blvd","Fountainhead Dr","Midhorizon Dr","One Side",23892,2017,NA,NA,NA,NA,NA,NA,NA,NA,229,NA,"new","Horizon Hill Blvd - East Side ( Fountainhead Dr To Midhorizon Dr )",227.980922960966,NA,NA,NA
"3393","IMP","3","Rigsby Ave","S Mittman St","S Walters St","One Side",60000,2016,NA,NA,NA,NA,NA,NA,NA,NA,633,NA,"Replace existing sidewalk","Rigsby Ave - South Side ( S Mittman St To S Walters St )",617.196947338651,NA,NA,NA
"3411","IMP","6","Military Dr W","Betty Levy","1000' to the West","One Side",31000,2017,NA,NA,NA,NA,NA,NA,NA,NA,1000,NA,NA,"Military Dr W - North Side ( Betty Levy To 1000' to the West )",2834.83122419801,NA,NA,NA
"3541","IMP","7","White Tail","Silvertip Dr","Magnum","One Side",51300,2017,NA,NA,NA,NA,NA,NA,NA,NA,570,NA,NA,"White Tail - East Side ( Silvertip Dr To Magnum )",569.985401854061,NA,NA,NA
"3554","IMP","10","Hilton Head","Scarsdale","Tamarron","Both Sides",188000,2017,NA,NA,NA,NA,NA,NA,NA,NA,2400,NA,NA,"Hilton Head - Both Sides ( Scarsdale To Tamarron )",2428.00815921118,NA,NA,NA
"3571","IMP","6","Brownleaf Dr","Park Field","Pleasant Park","One Side",92610,2017,NA,NA,NA,NA,NA,NA,NA,NA,1029,NA,"concurrence memo 7/25/2017","Brownleaf Dr - North Side ( Park Field To Pleasant Park )",2303.75567324281,NA,NA,NA
"3572","IMP","2","Gawain Dr","Ray Bon Dr","Dead End","One Side",95000,2017,NA,NA,NA,NA,NA,NA,NA,NA,968,NA,NA,"Gawain Dr - South Side ( Ray Bon Dr To Dead End )",960.820042526022,NA,NA,NA
"3581","IMP","7","Ozark","Williamsburg","Coyle Place","Both Sides",198000,2017,NA,NA,NA,NA,NA,NA,NA,NA,1141,NA,NA,"Maverick Elementary",1140.52638381482,NA,NA,NA
"3592","IMP","9","West Ave","Silver Oaks","Afterglow","Both Sides",632590,2017,NA,NA,NA,NA,NA,NA,NA,NA,3500,NA,NA,"West Ave - Both Sides ( Silver Oaks To  Afterglow )",3172.08899113124,NA,NA,NA
"3600","IMP","2","Thorman Pl","N New Braunfels Ave","Avenel","One Side",66396,2017,NA,NA,NA,NA,NA,NA,NA,NA,748,NA,NA,"Thorman Pl - North Side ( N New Braunfels Ave To Avenel )",739.50069670214,NA,NA,NA
"3666","IMP","3","Pecan Valley","Goliad Rd","W Palfrey Ave","One Side",43200,2017,NA,NA,NA,NA,NA,NA,NA,NA,480,NA,NA,"Pecan Valley - East Side ( Goliad Rd To W Palfrey Ave )",480.159468270644,NA,NA,NA
"3744","IMP","3","Goliad Rd","Coney Ave","Pecan Valley Dr","One Side",48000,2017,NA,NA,NA,NA,NA,NA,NA,NA,485.26,NA,NA,"Goliad Rd - West side ( Coney Ave To Pecan Valley Dr )",477.047379921669,NA,NA,NA
"20163225","IMP","6","Potranco","Culebra","Ingram","Both Sides",363283.256,2016,NA,NA,NA,2016-11-30,NA,NA,NA,NA,4657,NA,NA,"Potranco - Both Sides ( Culebra To Ingram )",4835.1824735747,NA,2016-11-30,NA
"2704","IMP","1","Texas Ave","N Zarzamora","Dead End","Both Sides",239000,2017,NA,NA,NA,NA,NA,NA,NA,NA,2476,NA,"Baseline","Texas Ave - Both Sides ( N Zarzamora To Dead End )",1874.82780208337,NA,NA,NA
"2712","IMP","10","Bretton Rdg","Applewood","Perrin Beitel","Both Sides",336389,2015,NA,NA,NA,NA,NA,NA,NA,NA,3950,NA,NA,"Bretton Rdg - Both Sides ( Applewood To Perrin Beitel )",3899.40859120463,NA,NA,NA
"2713","IMP","10","New Braunfels Ave  N","Edgehill Dr","100' N of Crownhill Blvd","One Side",41229,2016,NA,NA,NA,NA,NA,NA,NA,NA,445,NA,"Baseline","New Braunfels Ave  N - Even Side ( Edgehill Dr To 100' N of Crownhill Blvd )",740.81759655267,NA,NA,NA
"2716","IMP","10","Rocky Crk","Fox Crk","Cloudy Ridge","One Side",21000,2016,NA,NA,NA,NA,NA,NA,NA,NA,350,NA,"Baseline","Rocky Crk - Odd Side ( Fox Crk To Cloudy Ridge )",589.697755102901,NA,NA,NA
"2717","IMP","2","Gulf St","N New Braunfels Ave","Walters","Both Sides",582000,2017,NA,NA,NA,NA,NA,NA,NA,NA,4581,NA,"Additional $10 Million","On Gulf from New Braunfels to Walters",4406.92000518428,NA,NA,NA
"2719","IMP","2","Pershing Ave","Broadway","Northview","One Side",114000,2015,NA,NA,NA,NA,NA,NA,NA,NA,1300,NA,NA,"Pershing Ave - Even Side ( Broadway To Northview )",802.867641835027,NA,NA,NA
"2721","IMP","3","Halliday Ave","Broadbent Ave","Standfield","Both Sides",142000,2017,NA,NA,NA,NA,NA,NA,NA,NA,1500,NA,"Additional $10 Million","Halliday Ave - Both Sides ( Broadbent Ave To Standfield )",1203.12844054009,NA,NA,NA
"2723","IMP","3","Koehler Ct","S New Braunfels Ave","Hillje St","Both Sides",137000,2017,NA,NA,NA,NA,NA,NA,NA,NA,1305,NA,"Baseline","Koehler Ct - Both Sides ( S New Braunfels Ave To Hillje St )",1283.86215427531,NA,NA,NA
"2728","IMP","4","Bynum Ave","SW Military Dr","Price","One Side",59000,2015,NA,NA,NA,NA,NA,NA,NA,NA,728,NA,NA,"Bynum Ave - Even Side ( SW Military Dr To Price )",388.688972559159,NA,NA,NA
"2729","IMP","4","Five Palms Dr","Windyhill","Lackland AFB Fence-Line","One Side",95000,2017,NA,NA,NA,NA,NA,NA,NA,NA,1175,NA,"Baseline","Five Palms Dr - East Side ( Windyhill To Lackland AFB Fence-Line )",874.025215803994,NA,NA,NA
"2731","IMP","4","Royalgate Dr","W Miliary Dr","Knoll Krest Dr","Both Sides",85000,2017,NA,NA,NA,NA,NA,NA,NA,NA,859,NA,"Baseline","Royalgate Dr - Both Sides ( W Miliary Dr To Knoll Krest Dr )",1310.52236865024,NA,NA,NA
"2741","IMP","6","Caen","Rue de Lis","Mirecourt","One Side",14080,2015,NA,NA,NA,NA,NA,NA,NA,NA,320,NA,"Completed","Caen - Even Side ( Rue de Lis To Mirecourt )",293.583883553939,NA,NA,NA
"2742","IMP","6","Ingram Rd","Crown Haven","Pipers Crk","Both Sides",88000,2017,NA,NA,NA,NA,NA,NA,NA,NA,660,NA,"Additional $10 Million","Ingram Rd - Both Sides ( Crown Haven To Pipers Crk )",649.712331420171,NA,NA,NA
"2744","IMP","6","Old US Hwy 90 W","W Durango Blvd","SW 37th St","One Side",175000,2017,NA,NA,NA,NA,NA,NA,NA,NA,1590,NA,"Additional $10 Million","Old US Hwy 90 W - Even Side ( W Durango Blvd To SW 37th St )",1191.54679131731,NA,NA,NA
"2746","IMP","6","Renwick Dr","US Hwy 90 W Access Rd","W Military Dr","One Side",51040,2015,NA,NA,NA,NA,NA,NA,NA,NA,1010,NA,"Completed","Renwick Dr - Odd Side ( US Hwy 90 W Access Rd To W Military Dr )",961.711636405413,NA,NA,NA
"2747","IMP","6","Rue de Lis","Beaudine Ave","Caen","One Side",13200,2015,NA,NA,NA,NA,NA,NA,NA,NA,200,NA,"Completed","Rue de Lis - Even Side ( Beaudine Ave To Caen )",161.237521541625,NA,NA,NA
"2749","IMP","6","Military Dr  W","Renwick Dr","Westfield Blvd","One Side",64240,2015,NA,NA,NA,NA,NA,NA,NA,NA,200,NA,"Completed","Military Dr  W - Even Side ( Renwick Dr To Westfield Blvd )",278.942904500671,NA,NA,NA
