ProjectCategory,SMPProjectID,CouncilDistrict,ProjectStreet,StreetFrom,StreetTo,ProjectLimits,FiscalYear,Application,Type_,Force,WeightedPCI,PBaseFail,FieldBasePave,PFlatWork,EstTotalCost,ProjectStatus,ScheduleStart,ScheduleFinish,ActualStart,ActualFinish,ProjectManager,Contact,Shape_Length
IMP,1426,5,PARAMOUNT AVE,NW 34TH ST,DEAD END,PARAMOUNT AVE From NW 34TH ST To DEAD END,2018,Mill & Overlay - Contract,Rehabilitation,Contract,45.0,0.0,0.0,0.0,109397.83,2018 Savings,2019-03-30,2019-04-16 00:00:00,2019-03-26,2019-04-02,Julio Gomez,0,1395.2504253387165
IMP,1428,5,Patton Blvd,Cupples Rd,Sw 19th St,Patton Blvd From Cupples Rd To Sw 19th St,2021,Mill & Overlay - Contract,Rehabilitation,Contract,47.0,0.0,0.0,5.0,277122.0,COVID-19,2020-11-22,2021-01-29 00:00:00,2020-12-23,2021-01-04,Julio Gomez,0,2888.957301919826
IMP,1429,1,AGANIER AVE,W ASHBY PLACE,HICKMAN ST,AGANIER AVE From W ASHBY PLACE To HICKMAN ST,2019,Mill & Overlay - Contract Local,Rehabilitation,Contract,66.0,0.0,25.0,5.0,70694.68,Pending,2020-06-01,2020-06-30 00:00:00,2020-06-22,2020-07-16,Edward Solano,0,1012.95177157015
IMP,1432,04,Rustic Stable,Blue Ribbon,Riders Pt,Rustic Stable From Blue Ribbon To Riders Pt,2024,Mill & Overlay ,Rehabilitation,City,68.0,0.0,0.025,2.0,70208.26,Verified,2024-09-22,2024-09-30 00:00:00,2024-01-04,2024-01-11,Frank Orta,Les Melghem: 210-207-5069,1164.9550213485627
IMP,1437,5,Rife Ave,Culberson Ave,Hosack Ave,Rife Ave From Culberson Ave To Hosack Ave,2021,Mill & Overlay - Contract,Rehabilitation,Contract,64.0,0.0,20.0,5.0,49139.74,Verified,2021-08-06,2021-08-09 00:00:00,2021-07-28,2021-07-29,Julio Gomez,0,772.8411339636699
IMP,1439,8,Farlin Park Dr,Cedar Park,Redbush Park,Farlin Park Dr From Cedar Park To Redbush Park,2022,Mill & Overlay,Rehabilitation,City,64.0,0.0,0.0,0.0,51436.15,Verified,2021-11-04,2021-11-10 00:00:00,2021-11-04,2021-11-09,Frank Orta,0,984.1120077181016
IMP,1442,8,Huntsman View Dr,Maple Park Dr,Cul-de-sac,Huntsman View Dr From Maple Park Dr To Cul-de-sac,2022,Mill & Overlay,Rehabilitation,Contract,34.0,0.0,50.0,5.0,48123.35,Verified,2022-03-04,2022-03-15 00:00:00,2022-02-07,2022-03-03,EDWARD SOLANO,0,485.9170278035414
IMP,1443,6,Park Meadow,Brownleaf Dr,N Park Bend,Park Meadow From Brownleaf Dr To N Park Bend,2021,Mill & Overlay - Contract,Rehabilitation,Contract,57.0,0.0,20.0,5.0,48720.43,Verified,2021-08-17,2021-09-06 00:00:00,2021-08-18,2021-09-16,Edward Solano,0,813.9988871647887
IMP,1444,6,Park Field,Brownleaf Dr,N Park Bend,Park Field From Brownleaf Dr To N Park Bend,2021,Mill & Overlay - City,Rehabilitation,City,64.0,0.0,0.0,0.0,45920.0,Verified,2021-06-08,2021-06-14 00:00:00,2021-05-18,2021-05-26,Frank Orta,0,849.4492650633463
IMP,1446,8,Huntsman Lake Dr,Maple Park Dr,Huntsman Run Dr,Huntsman Lake Dr From Maple Park Dr To Huntsman Run Dr,2022,Mill & Overlay,Rehabilitation,Contract,19.0,0.0,100.0,5.0,114899.62,Verified,2022-02-22,2022-03-03 00:00:00,2022-02-07,2022-03-04,EDWARD SOLANO,0,702.7535087358034
IMP,1447,6,Park Grove,Brownleaf Dr,N Park Bend,Park Grove From Brownleaf Dr To N Park Bend,2021,Mill & Overlay - City,Rehabilitation,City,66.0,0.0,5.0,0.0,45920.0,Verified,2021-06-01,2021-06-07 00:00:00,2021-05-13,2021-05-17,Frank Orta,0,857.8337755262505
IMP,1448,8,Huntsman Run Dr,Huntsman Lake Dr,Maple Park Dr,Huntsman Run Dr From Huntsman Lake Dr To Maple Park Dr,2022,Mill & Overlay,Rehabilitation,Contract,22.0,0.0,100.0,5.0,44063.25,Verified,2022-02-10,2022-02-21 00:00:00,2022-02-09,2022-03-04,EDWARD SOLANO,0,300.59640454819316
IMP,1450,6,Park Village,Brownleaf Dr,N Park Bend,Park Village From Brownleaf Dr To N Park Bend,2021,Mill & Overlay - City,Rehabilitation,City,67.0,0.0,0.0,0.0,46760.0,Verified,2021-05-26,2021-05-31 00:00:00,2021-05-06,2021-05-10,Frank Orta,0,859.0543011146887
IMP,1451,6,Westbend,Brownleaf Dr,N Park Bend,Westbend From Brownleaf Dr To N Park Bend,2021,Mill & Overlay - City,Rehabilitation,City,66.0,0.0,5.0,0.0,45584.0,Verified,2021-05-27,2021-06-01 00:00:00,2021-06-08,2021-06-10,SWSC,0,848.958868152876
IMP,1452,8,Scenic Sunset,Cul-de-sac,Cul-de-sac,Scenic Sunset From Cul-de-sac To Cul-de-sac,2022,Mill & Overlay,Rehabilitation,City,65.0,0.0,10.0,0.0,65754.08,Verified,2022-01-04,2022-01-06 00:00:00,2022-01-18,2022-01-25,Frank Orta,0,1088.0308356147664
IMP,1453,8,Falcon Oak Dr,Cedar Park,Briston Park Dr,Falcon Oak Dr From Cedar Park To Briston Park Dr,2022,Mill & Overlay,Rehabilitation,Contract,72.0,0.0,20.0,5.0,130147.56,Verified,2022-05-09,2022-05-17 00:00:00,2022-01-18,2022-03-15,EDWARD SOLANO,0,1559.6005965457257
IMP,1455,6,Brownleaf Dr,Pinn Rd,Pinn Rd,Brownleaf Dr From Pinn Rd To Pinn Rd,2021,Mill & Overlay - Contract,Rehabilitation,Contract,69.0,0.0,60.0,5.0,611513.17,Verified,2021-08-16,2021-09-16 00:00:00,2021-08-20,2021-09-30,Edward Solano,0,5468.267982191343
IMP,1459,8,Oakhill Park,Cedar Park,Kimes Park Dr,Oakhill Park From Cedar Park To Kimes Park Dr,2022,Mill & Overlay,Rehabilitation,City,50.0,0.0,0.0,0.0,60522.71,Verified,2021-10-11,2021-10-13 00:00:00,2021-10-07,2021-10-19,Frank Orta,0,1473.151173491291
IMP,1460,6,N Park Bend,Westbend,Park Village,N Park Bend From Westbend To Park Village,2021,Mill & Overlay - City,Rehabilitation,City,75.0,0.0,5.0,0.0,14672.0,Verified,2021-06-15,2021-06-17 00:00:00,2021-05-20,2021-05-21,Frank Orta,0,254.6048805802344
IMP,1462,6,N Park Bend,Park Grove,Park Field,N Park Bend From Park Grove To Park Field,2021,Mill & Overlay - City,Rehabilitation,City,62.0,0.0,5.0,0.0,12557.44,Verified,2021-06-21,2021-06-23 00:00:00,2021-05-18,2021-05-26,Franki Orta,0,224.2402118547077
IMP,1466,6,N Park Bend,Park Meadow,Valley Park Dr,N Park Bend From Park Meadow To Valley Park Dr,2021,Mill & Overlay - Contract,Rehabilitation,Contract,64.0,0.0,50.0,5.0,23204.93,Verified,2021-08-23,2021-09-23 00:00:00,2021-08-18,2021-09-16,Edward Solano,0,248.38212212818485
IMP,1467,5,S Cibolo St,S Laredo St,Alta Vista St,S Cibolo St From S Laredo St To Alta Vista St,2021,Mill & Overlay - Contract,Rehabilitation,Contract,73.0,0.0,10.0,5.0,20807.34,COVID-19,2021-07-24,2021-07-27 00:00:00,2021-07-22,2021-08-07,TBD,0,374.30035479829064
IMP,1470,04,N Ellison Dr,W Military Dr,Potranco Rd,N Ellison Dr From W Military Dr To Potranco Rd,2023,Mill & Overlay,Rehabilitation,Contract,70.0,0.0,55.0,5.0,1006394.07,Verified,2023-06-27,2023-08-31 00:00:00,2023-01-23,2023-02-15,Hugh Guillen,Arturo Aguilar: 210-207-7891,9980.265793282742
IMP,1471,8,Kenton Park,Redbush Park,Cul-de-sac,Kenton Park From Redbush Park To Cul-de-sac,2022,Mill & Overlay,Rehabilitation,City,49.0,0.0,0.0,0.0,10505.6,Verified,2021-10-21,2021-10-25 00:00:00,2021-10-21,2021-10-25,Frank Orta,0,134.20332268510228
IMP,1478,8,Pomona Park Dr,Oakhill Park,Cul-de-sac,Pomona Park Dr From Oakhill Park To Cul-de-sac,2022,Mill & Overlay,Rehabilitation,City,58.0,0.0,10.0,0.0,26750.5,Verified,2021-10-04,2021-10-08 00:00:00,2021-10-04,2021-10-06,Frank Orta,0,601.0016745683581
IMP,1481,6,BADGER PT,BLUESTONE BAY,CUL-DE-SAC,BADGER PT From BLUESTONE BAY To CUL-DE-SAC,2020,Modified Mill & Overlay - Contract Local,Rehabilitation,Contract,69.0,0.0,100.0,5.0,49844.68,Verified,2020-05-21,2020-06-30 00:00:00,2020-06-03,2020-06-11,Julio Gomez,0,249.1806821163321
IMP,1482,5,SAN LUIS ST,SW 24TH ST,SW 19TH ST,SAN LUIS ST From SW 24TH ST To SW 19TH ST,2020,Mill & Overlay - Inhouse,Rehabilitation,City,27.0,0.0,10.0,0.0,112287.78,Verified,2020-06-24,2020-07-01 00:00:00,2020-06-25,2020-07-01,Andres Cuevas,0,2055.8649435005173
IMP,1486,5,Sims Ave,Westway Dr,Nogalitos St,Sims Ave From Westway Dr To Nogalitos St,2021,Mill & Overlay - City,Rehabilitation,City,66.0,0.0,5.0,0.0,103986.4,Verified,2021-02-19,2021-02-26 00:00:00,2021-02-23,2021-03-18,SWSC,0,1856.9021255182056
IMP,1487,8,Sandia Blf,Arbor Blf,Lost Blf _ Mountain Blf,Sandia Blf From Arbor Blf To Lost Blf _ Mountain Blf,2022,Mill & Overlay,Rehabilitation,City,47.0,0.0,0.0,0.0,39063.06,Verified,2022-01-24,2022-01-31 00:00:00,2021-12-09,2021-12-14,Frank Orta,0,799.5049812279991
IMP,1489,5,SW 28TH ST,MATTHEWS AVE,DEAD END,SW 28TH ST From MATTHEWS AVE To DEAD END,2020,Mill & Overlay - Inhouse,Rehabilitation,City,68.0,0.0,0.0,0.0,73755.49,Verified,2020-07-31,2020-09-30 00:00:00,2020-08-05,2020-08-26,Andres Cuevas,0,1433.3677642535042
IMP,1490,1,CARTER,DEAD END,N ZARZAMORA,CARTER From DEAD END To N ZARZAMORA,2020,Modified Mill & Overlay - Contract Local,Rehabilitation,Contract,77.0,0.0,50.0,5.0,76957.21,Verified,2020-09-01,2020-09-30 00:00:00,2020-07-23,2020-08-21,Julio Gomez,0,944.1005913309066
IMP,1496,5,W Salinas,N Brazos St,N San Marcos,W Salinas From N Brazos St To N San Marcos,2022,Mill & Overlay,Rehabilitation,Contract,21.0,0.0,100.0,25.0,270216.27,Verified,2022-01-01,2022-03-31 00:00:00,2022-02-22,2022-03-03,JULIO GOMEZ,0,1441.8993845998048
IMP,1500,8,Mountain Blf,Lost Blf _ Sandia Blf,Cul-de-sac,Mountain Blf From Lost Blf _ Sandia Blf To Cul-de-sac,2022,Mill & Overlay,Rehabilitation,City,46.0,0.0,0.0,0.0,12646.44,Verified,2021-12-08,2021-12-09 00:00:00,2021-12-07,2021-12-08,Frank Orta,0,175.80589352853315
IMP,1505,8,Green Blf,Cul-de-sac,Cul-de-sac,Green Blf From Cul-de-sac To Cul-de-sac,2022,Mill & Overlay,Rehabilitation,City,59.0,0.0,0.0,0.0,28175.91,Verified,2022-01-10,2022-01-24 00:00:00,2022-01-06,2022-01-13,Frank Orta,0,317.2967405998088
IMP,1508,8,Dawn Haven,Sunset Haven Dr,Spring Time Dr,Dawn Haven From Sunset Haven Dr To Spring Time Dr,2021,Mill & Overlay - Contract,Rehabilitation,Contract,51.0,0.0,10.0,5.0,48657.16,Pending,2021-04-23,2021-05-14 00:00:00,2021-03-29,2021-04-21,Edward Solano,0,943.094645621387
IMP,1515,04,Concio Dr,Dead End,Dead End,Concio Dr From Dead End To Dead End,2024,Mill & Overlay,Rehabilitation,Contract,55.0,0.0,0.8,50.0,342342.84,Verified,2024-07-01,2024-09-30 00:00:00,Not Available,Not Available,Joe Longoria (210) 207-7763,Arturo Aguilar: 210-207-7891,2243.402502064646
IMP,1518,01,Bobolink,Saratoga,Dead End,Bobolink From Saratoga To Dead End,2023,Mill & Overlay,Rehabilitation,Contract,60.0,0.0,50.0,5.0,133793.18,Verified by CoSA,2023-07-15,2023-08-09 00:00:00,2023-06-14,2023-07-11,Richard J. Torres,Arturo Aguilar: 210-207-7891,1216.112437937829
IMP,1529,01,Deneice,Cherry Ridge Dr,Storeywood,Deneice From Cherry Ridge Dr To Storeywood,2023,Mill & Overlay,Rehabilitation,Contract,57.0,0.0,40.0,5.0,145960.72,Verified,2023-07-15,2023-08-09 00:00:00,2023-06-27,2023-07-10,Richard J. Torres,Arturo Aguilar: 210-207-7891,1512.0665784735934
IMP,1532,01,Storeywood,Vance Jackson,West Ave,Storeywood From Vance Jackson To West Ave,2023,Mill & Overlay,Rehabilitation,Contract,52.0,0.0,23.0,5.0,214410.38,Verified by CoSA,2023-07-15,2023-08-09 00:00:00,2023-06-14,2023-07-07,Richard J. Torres,Arturo Aguilar: 210-207-7891,2972.001863039414
IMP,1533,8,Faxon Park Dr,Autumn Park,Cul-de-sac,Faxon Park Dr From Autumn Park To Cul-de-sac,2022,Mill & Overlay,Rehabilitation,City,54.0,0.0,10.0,0.0,15245.14,Verified,2021-11-15,2021-11-16 00:00:00,2021-11-08,2021-11-15,Frank Orta,0,224.48443470724737
IMP,1535,07,Dyewood,Sequoia Wood,Cul-de-sac,Dyewood From Sequoia Wood To Cul-de-sac,2023,Mill & Overlay,Rehabilitation,Contract,59.0,0.0,50.0,5.0,67422.31,Verified by CoSA,2022-12-19,2023-01-25 00:00:00,2022-12-17,2023-01-06,Maria Valero,Arturo Aguilar: 210-207-7891,528.0914034674881
IMP,1536,1,Duchess,Coronet,Trafalgar,Duchess From Coronet To Trafalgar,2022,Mill & Overlay,Rehabilitation,City,33.0,0.0,70.0,0.0,31077.2,Verified,2022-06-06,2022-06-17 00:00:00,2022-04-14,2022-04-28,SESC,0,682.4747857532128
IMP,1537,05,Keck Ave,Darby Blvd,Dead End,Keck Ave From Darby Blvd To Dead End,2023,Mill & Overlay,Rehabilitation,Contract,7.0,0.0,100.0,5.0,25287.52,Verified by CoSA,2023-06-05,2023-06-20 00:00:00,2023-06-06,2023-06-20,HUGH GUILLEN,Arturo Aguilar: 210-207-7891,203.0273204049863
IMP,1539,8,Eagle Blf,Flower Blf,Cul-de-sac,Eagle Blf From Flower Blf To Cul-de-sac,2022,Mill & Overlay,Rehabilitation,City,49.0,0.0,0.0,0.0,21328.98,Verified,2021-12-06,2021-12-07 00:00:00,2021-12-06,2021-12-09,Frank Orta,0,348.8745522401324
IMP,1540,1,Trafalgar,Contessa Dr,Duchess,Trafalgar From Contessa Dr To Duchess,2022,Mill & Overlay,Rehabilitation,City,69.0,0.0,10.0,0.0,50797.9,Verified,2022-05-09,2022-05-20 00:00:00,2022-04-13,2022-04-21,SESC,0,1041.3177221287856
IMP,1541,8,Redbush Park,Caston Park Dr,Cul-de-sac,Redbush Park From Caston Park Dr To Cul-de-sac,2022,Mill & Overlay,Rehabilitation,City,70.0,0.0,30.0,0.0,97355.03,Verified,2021-10-26,2021-11-03 00:00:00,2021-11-15,2021-11-22,Frank Orta,0,1798.9417780357514
IMP,1545,5,Sw 20th St,Morales,Buena Vista St _ Shore,Sw 20th St From Morales To Buena Vista St _ Shore,2021,Mill & Overlay - Contract,Rehabilitation,Contract,51.0,0.0,55.0,5.0,226743.01,Verified,2022-03-07,2022-07-05 00:00:00,2022-03-14,2022-07-19,KYLE,0,2216.7923887178513
IMP,1546,8,Cedar Park,Bamberger Trl,Prue Rd,Cedar Park From Bamberger Trl To Prue Rd,2022,Mill & Overlay,Rehabilitation,Contract,44.0,0.0,78.0,5.0,1215496.12,Verified,2022-04-18,2022-04-27 00:00:00,2022-01-26,2022-03-22,EDWARD SOLANO,0,6764.756557849082
IMP,1548,8,Hunting Hawk,Maple Park Dr,Cul-de-sac,Hunting Hawk From Maple Park Dr To Cul-de-sac,2022,Mill & Overlay,Rehabilitation,Contract,27.0,0.0,50.0,5.0,79986.92,Verified,2022-03-28,2022-04-06 00:00:00,2022-01-25,2022-03-14,EDWARD SOLANO,0,725.1401514151564
IMP,1550,8,Autumn Blf,Lost Blf,Prue Rd,Autumn Blf From Lost Blf To Prue Rd,2022,Mill & Overlay,Rehabilitation,City,55.0,0.0,10.0,0.0,32537.05,Verified,2022-01-04,2022-01-14 00:00:00,2022-01-10,2022-01-12,Frank Orta,0,622.5231602101641
IMP,1553,6,Woodlyn Park,Green Park,Walnut Park,Woodlyn Park From Green Park To Walnut Park,2021,Mill & Overlay - Contract,Rehabilitation,Contract,83.0,0.0,20.0,5.0,12898.16,Verified,2021-08-17,2021-09-06 00:00:00,2021-08-19,2021-09-16,Edward Solano,0,229.81594094139828
IMP,1556,01,Fredericksburg Rd,West Dr,Ih 10 W Access Rd,Fredericksburg Rd From West Dr To Ih 10 W Access Rd,2024,Mill & Overlay,Rehabilitation,Contract,69.0,0.0,0.6,5.0,265237.08,Verified,2024-06-01,2024-07-30 00:00:00,Not Available,Not Available,Joe Longoria (210) 207-7763,Arturo Aguilar: 210-207-7891,1125.6002434222698
IMP,1558,04,Liverpool,Old Hills Ln,Cul-de-sac,Liverpool From Old Hills Ln To Cul-de-sac,2024,Mill & Overlay,Rehabilitation,Contract,66.0,0.0,0.4,50.0,25689.12,Verified,2024-04-01,2024-06-30 00:00:00,Not Available,Not Available,Joe Longoria (210) 207-7763,Arturo Aguilar: 210-207-7891,181.2724999738297
IMP,1560,01,Glen Ivy,Cedar Vw,West Ave,Glen Ivy From Cedar Vw To West Ave,2023,Mill & Overlay,Rehabilitation,City,56.0,0.0,40.0,0.0,135056.33,Verified by CoSA,2022-11-07,2022-11-18 00:00:00,2022-11-10,2022-11-10,Anthony B. Perez,Les Melghem: 210-207-5069,2236.9820790665576
IMP,1561,1,Windham,Ingleside,Spicewood,Windham From Ingleside To Spicewood,2022,Mill & Overlay,Rehabilitation,Contract,49.0,0.0,20.0,5.0,33946.29,Verified,2022-04-29,2022-04-30 00:00:00,2022-04-07,2022-04-08,JULIO GOMEZ,0,567.1600605955458
IMP,1562,6,OLD TEZEL RD,GUILBEAU RD _ NEW GUILBEAU RD,TEZEL RD,OLD TEZEL RD From GUILBEAU RD _ NEW GUILBEAU RD To TEZEL RD,2020,Mill & Overlay - Contract Local,Rehabilitation,Contract,84.0,0.0,10.0,5.0,200405.64,Verified,2020-05-06,2020-06-12 00:00:00,2020-05-21,2020-05-29,Julio Gomez,0,2804.561387556853
IMP,1564,07,Elizabeth Way,Elizabeth Ct,Elizabeth Ct,Elizabeth Way From Elizabeth Ct To Elizabeth Ct,2024,Mill & Overlay ,Rehabilitation,City,73.0,0.0,0.08,0.0,22238.88,Verified,2024-02-29,2024-03-11 00:00:00,Not Available,Not Available,Frank Orta,Les Melghem: 210-207-5069,1031.8566521180962
IMP,1566,01,Hickman St,Blanco Rd,N Flores St,Hickman St From Blanco Rd To N Flores St,2023,Mill & Overlay,Rehabilitation,Contract,52.0,0.0,60.0,60.0,241047.51,Verified by CoSA,2023-05-22,2023-05-23 00:00:00,2023-04-28,2023-04-29,Richard J. Torres,Arturo Aguilar: 210-207-7891,1302.2838573096444
IMP,1567,8,Jasons Place,Elizabeth Court,Elizabeth Court,Jasons Place From Elizabeth Court To Elizabeth Court,2022,Mill & Overlay,Rehabilitation,City,58.0,0.0,15.0,0.0,10479.26,Verified,2022-01-10,2022-01-13 00:00:00,2022-01-24,2022-01-26,Frank Orta,0,501.23869495013867
IMP,1570,07,Elizabeth Ct,Elizabeth Way,Elizabeth Way,Elizabeth Ct From Elizabeth Way To Elizabeth Way,2024,Mill & Overlay ,Rehabilitation,City,69.0,0.0,0.1,0.0,83915.31,Verified,2024-03-12,2024-03-14 00:00:00,Not Available,Not Available,Frank Orta,Les Melghem: 210-207-5069,1392.3986906959196
IMP,1572,8,Allison Blf,Lost Blf,Cul-de-sac,Allison Blf From Lost Blf To Cul-de-sac,2022,Mill & Overlay,Rehabilitation,City,44.0,0.0,0.0,0.0,15776.69,Verified,2022-01-24,2022-01-31 00:00:00,2022-01-04,2022-01-05,"Frank Orta
Frank Orta",0,240.30471966911009
IMP,1574,04,Crenshaw St,Felix Trevino Way,W Vestal Place,Crenshaw St From Felix Trevino Way To W Vestal Place,2023,Mill & Overlay,Rehabilitation,Contract,57.0,0.0,0.0,0.0,25477.29,Verified by CoSA,2023-05-03,2023-06-03 00:00:00,2023-05-02,2023-05-08,Hugh Guillen,Arturo Aguilar: 210-207-7891,430.1850931017501
IMP,1575,6,SILENT SUNRISE,WATER QUAIL,QUAIL BRANCH,SILENT SUNRISE From WATER QUAIL To QUAIL BRANCH,2018,Mill & Overlay - Contract,Rehabilitation,Contract,38.0,0.0,0.0,0.0,204220.03,2018 Savings,2019-08-12,2019-08-22 00:00:00,2019-08-08,2019-08-28,Julio Gomez,0,2651.293788468834
IMP,1576,01,Jerry,San Francisco,W Elsmere Place,Jerry From San Francisco To W Elsmere Place,2024,Mill & Overlay,Rehabilitation,Contract,31.0,0.0,0.8,0.0,264036.4,Verified,2024-03-12,2024-03-14 00:00:00,Not Available,Not Available,Joe Longoria (210) 207-7763,Arturo Aguilar: 210-207-7891,2256.8463147709035
IMP,1580,5,FRAN FRAN ST,S ZARZAMORA,FRIO CITY RD,FRAN FRAN ST From S ZARZAMORA To FRIO CITY RD,2020,Mill & Overlay - Contract Local,Rehabilitation,Contract,45.0,0.0,30.0,5.0,68232.14,Verified,2020-08-11,2020-09-15 00:00:00,2020-08-05,2020-08-05,Julio Gomez,0,886.8715269372063
IMP,1585,8,Albeon Park Dr,Farlin Park Dr,Cul-de-sac,Albeon Park Dr From Farlin Park Dr To Cul-de-sac,2022,Reconstruction,Rehabilitation,Contract,74.0,0.0,0.0,20.0,84769.79,Verified,2021-12-04,2021-12-07 00:00:00,2021-11-24,2021-11-29,JULIO GOMEZ,0,338.7291977143152
IMP,1587,8,Hunting Arrow,Maple Park Dr,Cul-de-sac,Hunting Arrow From Maple Park Dr To Cul-de-sac,2022,Mill & Overlay,Rehabilitation,Contract,34.0,0.0,70.0,5.0,97914.43,Verified,2022-03-16,2022-03-25 00:00:00,2022-01-25,2022-03-03,EDWARD SOLANO,0,724.2762339320362
IMP,1588,05,N Murry St,Ruiz St,Perez St,N Murry St From Ruiz St To Perez St,2024,Mill & Overlay,Rehabilitation,Contract,31.0,0.0,1.0,50.0,139561.77,Verified,2024-01-01,2024-03-31 00:00:00,2023-11-28,2023-12-04,Joe Longoria (210) 207-7763,Arturo Aguilar: 210-207-7891,790.3635563633898
IMP,1589,8,Hunting Bear,Maple Park Dr,Cul-de-sac,Hunting Bear From Maple Park Dr To Cul-de-sac,2022,Mill & Overlay,Rehabilitation,Contract,38.0,0.0,60.0,5.0,89872.14,Verified,2022-04-07,2022-04-15 00:00:00,2022-01-26,2022-03-16,EDWARD SOLANO,0,725.8410127807823
IMP,1593,01,Regal Rd,Marquis Ln,Downshire,Regal Rd From Marquis Ln To Downshire,2023,Mill & Overlay,Rehabilitation,Contract,46.0,0.0,30.0,60.0,207373.78,Verified by CoSA,2023-05-01,2023-05-08 00:00:00,2023-04-22,2023-04-25,Richard J. Torres,Arturo Aguilar: 210-207-7891,1258.8255489864127
IMP,1594,8,Rainlilly Cv,Cul-de-sac,Cul-de-sac,Rainlilly Cv From Cul-de-sac To Cul-de-sac,2022,Mill & Overlay,Rehabilitation,City,48.0,0.0,0.0,0.0,31445.72,Verified,2022-03-14,2022-03-17 00:00:00,2022-03-10,2022-03-15,Frank Orta,0,427.4264582445762
IMP,1597,8,Bluesage Cv,Stone Crop Ln,Cul-de-sac,Bluesage Cv From Stone Crop Ln To Cul-de-sac,2022,Mill & Overlay,Rehabilitation,Contract,30.0,0.0,100.0,5.0,112768.41,Verified,2022-02-23,2022-03-11 00:00:00,2022-01-04,2022-01-11,JULIO GOMEZ,0,724.9073725879294
IMP,1602,8,Coral Bean Cv,Stone Crop Ln,Cul-de-sac,Coral Bean Cv From Stone Crop Ln To Cul-de-sac,2022,Mill & Overlay,Rehabilitation,City,48.0,0.0,0.0,0.0,11116.6,Verified,2022-03-21,2022-03-24 00:00:00,2022-03-16,2022-03-17,Frank Orta,0,150.6021674308502
IMP,1604,8,Cupflower Cv,North Hills Village Dr,Cul-de-sac,Cupflower Cv From North Hills Village Dr To Cul-de-sac,2022,Mill & Overlay,Rehabilitation,City,51.0,0.0,0.0,0.0,11564.52,Verified,2022-04-18,2022-04-21 00:00:00,2022-04-07,2022-04-11,Frank Orta,0,149.7406385313289
IMP,1608,8,Peppervine Ln,Cul-de-sac,Cul-de-sac,Peppervine Ln From Cul-de-sac To Cul-de-sac,2022,Mill & Overlay,Rehabilitation,City,71.0,0.0,20.0,0.0,34825.28,Verified,2022-04-04,2022-04-07 00:00:00,2022-03-24,2022-04-04,NWSC,0,489.4996466482749
IMP,1613,1,San Pedro Ave,Oblate,Jackson-keller Rd,San Pedro Ave From Oblate To Jackson-keller Rd,2021,Mill & Overlay - Contract,Rehabilitation,Contract,61.0,0.0,65.0,5.0,838349.62,Verified,2021-07-01,2021-09-30 00:00:00,2021-06-04,2021-06-15,EDWARD SOLANO,0,2550.539063332715
IMP,1614,08,Creek Rock,Huebner Rd,Cul-de-sac,Creek Rock From Huebner Rd To Cul-de-sac,2023,Mill & Overlay,Rehabilitation,Contract,42.0,0.0,50.0,5.0,47935.57,Verified by CoSA,2022-11-08,2023-01-11 00:00:00,2022-11-08,2022-11-09,Maria Valero,Arturo Aguilar: 210-207-7891,351.09093599455775
IMP,1617,8,Redrock Oak,Paloma Crk,Cul-de-sac,Redrock Oak From Paloma Crk To Cul-de-sac,2022,Mill & Overlay,Rehabilitation,City,68.0,0.0,0.0,0.0,24682.93,Verified,2022-01-31,2022-02-03 00:00:00,2022-02-07,2022-02-10,Frank Orta,0,413.4340521740989
IMP,1620,8,Prairie Lace,North Hills Village Dr,North Hills Village Dr,Prairie Lace From North Hills Village Dr To North Hills Village Dr,2022,Mill & Overlay,Rehabilitation,Contract,61.0,0.0,20.0,5.0,94072.04,Verified,2022-02-25,2022-03-14 00:00:00,2022-01-03,2022-01-06,JULIO GOMEZ,0,1392.005849908323
IMP,1624,1,Sprucewood,Mccullough Ave,Jones Maltsberger Rd,Sprucewood From Mccullough Ave To Jones Maltsberger Rd,2021,Mill & Overlay - Contract,Rehabilitation,Contract,28.0,0.0,80.0,5.0,376697.1,Verified,2021-09-02,2021-09-29 00:00:00,2021-08-31,2021-09-24,Edward Solano,0,2929.6790400143345
IMP,1626,1,Teakwood Ln,Waring,Mertz Dr,Teakwood Ln From Waring To Mertz Dr,2022,Reconstruction,Rehabilitation,Contract,19.0,0.0,0.0,40.0,211578.12,Verified,2022-09-15,2022-12-19 00:00:00,2022-07-26,2022-11-04,Carmen Varela-Rivas,0,944.0930641491308
IMP,1638,8,Blue Flax Cv,Prairie Lace,Cul-de-sac,Blue Flax Cv From Prairie Lace To Cul-de-sac,2022,Mill & Overlay,Rehabilitation,Contract,63.0,0.0,0.0,5.0,7201.89,Verified,2022-02-23,2022-03-11 00:00:00,2022-01-04,2022-01-05,JULIO GOMEZ,0,132.2770342956196
IMP,1641,1,Waring,Springwood Ln,Oblate,Waring From Springwood Ln To Oblate,2022,Mill & Overlay,Rehabilitation,Contract,70.0,0.0,60.0,15.0,212425.04,Verified,2022-03-28,2022-04-01 00:00:00,2022-03-16,2022-03-23,JULIO GOMEZ,0,1689.5052524178757
