SwProjectID,ProjectCategory,CouncilDistrict,ProjectStreet,FromStreet,ToStreet,SideOfStreet,EstTotalCost,FiscalYear,ScheduleStart,ScheduleFinish,ActualStart,ActualFinish,PercentComplete,ProjectType,ProjectManager,Contact,ProjectLength,SidewalkInstalledFeet,ProjectStatus,ProjectLimits,Shape_Length
2895,IMP,6,Military Drive,Richland Hills,Reed Rd.,Odd Side,77285.0,2014,Not Available,Not Available,Not Available,Not Available,0.0,Unknown,Unknown,Unknown,700.0,0.0,Completed,Military Drive - Odd Side ( Richland Hills To Reed Rd. ) ,636.8589803934227
2896,IMP,3,Astor,S Pine St,Palmeto,Both Sides,145677.0,2014,Not Available,Not Available,Not Available,Not Available,0.0,Unknown,Unknown,Unknown,1500.0,0.0,Adopted 14-18 IMP,Astor - Both Sides ( S Pine St To Palmeto ) ,1258.3830768796763
2897,IMP,3,Haggin St.,Lynhurst,Stanfield,Both Sides,151504.0,2014,Not Available,Not Available,Not Available,Not Available,0.0,Unknown,Unknown,Unknown,1560.0,0.0,Adopted 14-18 IMP,Haggin St. - Both Sides ( Lynhurst To Stanfield ) ,1403.4794671288823
2304,IMP,1,San Angelo,Catalina,Capitol,Both Sides,218123.58314279144,2017,Not Available,Not Available,Not Available,Not Available,0.0,Unknown,Unknown,Unknown,2040.0,0.0,Additional $10 Million,San Angelo - Both Sides ( Catalina To Capitol ),1762.8756322565478
2319,IMP,1,Spring  N,Ruiz St,Perez St,Both Sides,136000.0,2017,Not Available,Not Available,Not Available,Not Available,0.0,Unknown,Unknown,Unknown,1500.0,0.0,Additional $10 Million,N Spring - Both Sides ( Ruiz St to Leal St ),1327.262916661656
2340,IMP,5,Chupaderas  S,Monterey St,Saunders,West Side,32000.0,2017,Not Available,Not Available,Not Available,Not Available,0.0,Unknown,Unknown,Unknown,296.0,0.0,Baseline,S Chupaderas - Both Sides ( Monterey St to W Durango Blvd ),294.9884868995342
2371,IMP,10,Larkwood Dr,New Braunfels,Kenilworth Blvd,Both Sides,399260.0,2014,Not Available,Not Available,Not Available,Not Available,0.0,Unknown,Unknown,Unknown,2600.0,0.0,Added with Concurrence Memo,Larkwood Dr - Both Sides ( N New Braunfels Ave to Kenilworth Blvd ),4477.7157720603755
2372,IMP,1,Belknap St,Hildebrand,W Rosewood Ave,Both Sides,91000.0,2017,Not Available,Not Available,Not Available,Not Available,0.0,Unknown,Unknown,Unknown,900.0,0.0,Baseline,Belknap St - Both Sides ( Melrose Place to W Rosewood Ave ),620.6373026969893
2379,IMP,4,Dumont Dr,Cedarhurst Dr,Springvale Dr,Both Sides,182138.0,2014,Not Available,Not Available,Not Available,Not Available,0.0,Unknown,Unknown,Unknown,2030.0,0.0,Adopted 14-18 IMP,Dumont Dr - Both Sides ( Cedarhurst Dr to Springvale Dr ),2145.6833715247744
2380,IMP,4,El Ray,Cedarhurst Dr,Cul-De-Sac,Both Sides,162000.0,2016,Not Available,Not Available,Not Available,Not Available,0.0,Unknown,Unknown,Unknown,1600.0,0.0,Baseline,El Ray - Both Sides ( Cedarhurst Dr to Cul-De-Sac ),1486.887959679888
2386,IMP,4,Harness Ln,Latigo Dr,Bronco Ln,East Side,140000.0,2017,Not Available,Not Available,Not Available,Not Available,0.0,Unknown,Unknown,Unknown,2200.0,0.0,Additional $10 Million,Harness Ln - East Side ( Marbach Rd to Bronco Ln ),1913.6560925352728
2389,IMP,1,Republic Dr,Rexford,Dead End,Both Sides,119795.0,2015,Not Available,Not Available,Not Available,Not Available,0.0,Unknown,Unknown,Unknown,1300.0,0.0,Accelerated from 2016 to 2015,Republic Dr - Both Sides ( Rexford to Dead End ),1718.1196105597214
2400,IMP,6,Ellison Dr  N,Military,Wiseman Blvd,Odd Side,395500.0,2017,Not Available,Not Available,Not Available,Not Available,0.0,Unknown,Unknown,Unknown,8100.0,0.0,Baseline,N Ellison Dr - West Side ( W Military Dr to Wiseman Blvd ),8381.55286968704
2402,IMP,4,Dugas Dr,Potranco Rd,W Military Dr,Both Sides,174600.0,2015,Not Available,Not Available,Not Available,Not Available,0.0,Unknown,Unknown,Unknown,2000.0,0.0,Accelerated from 2016 to 2015,Dugas Dr - Both Sides ( Potranco Rd to W Military Dr ),1346.8200494189634
2403,IMP,6,Raba Dr,690' from Westover Hills Blvd,Raba Elementary School,Both Sides,152290.0,2015,Not Available,Not Available,Not Available,Not Available,0.0,Unknown,Unknown,Unknown,1530.0,0.0,Completed,Raba Dr - Both Sides ( Westover Hills Blvd to Dead End ),1710.630266583668
2404,IMP,6,Village Pkwy,Raba Dr,Cross Spg,Both Sides,88183.0,2014,Not Available,Not Available,Not Available,Not Available,0.0,Unknown,Unknown,Unknown,908.0,0.0,Completed,Village Pkwy - Both Sides ( Raba Dr to Cross Spg ),1135.0777354316765
2406,IMP,6,Hunt Ln,Garden Brook,Marbach Rd,Even Side,30600.0,2014,Not Available,Not Available,Not Available,Not Available,0.0,Unknown,Unknown,Unknown,300.0,0.0,Completed,Hunt Ln - East Side ( Garden Brook to Marbach Rd ),259.6133169390589
2407,IMP,6,Ellison Dr  N,W Military Dr,Wiseman Blvd,Even Side,613890.0,2014,Not Available,Not Available,Not Available,Not Available,0.0,Unknown,Unknown,Unknown,9735.0,0.0,Completed,N Ellison Dr - East Side ( W Military Dr to Wiseman Blvd ),6803.767734462557
2409,IMP,4,Marbach Rd,Hunt Ln,Cable Ranch Rd,Even Side,108000.0,2015,Not Available,Not Available,Not Available,Not Available,0.0,Unknown,Unknown,Unknown,1000.0,0.0,Unknown,Marbach Rd - South Side ( Hunt Ln to Cable Ranch Rd ),1030.371484554793
2420,IMP,2,Palmetto  S   (TAPS),Martin Luther King Dr,Nevada,Both Sides,88000.0,2016,Not Available,Not Available,Not Available,Not Available,0.0,Unknown,Unknown,Unknown,950.0,0.0,Baseline TAPS,S Palmetto - Both Sides ( Martin Luther King Dr to Nevada ),867.7573459020487
2421,IMP,2,Martin Luther King Dr,S Hackberry St,S Palmetto,Odd Side,224308.0,2014,Not Available,Not Available,Not Available,Not Available,0.0,Unknown,Unknown,Unknown,2500.0,0.0,Adopted 14-18 IMP,Martin Luther King Dr - North Side ( S Hackberry St to S Palmetto ),2229.403375068645
2422,IMP,2,Martin Luther King Dr,S Hackberry St,S Palmetto,Both Sides,184300.0,2015,Not Available,Not Available,Not Available,Not Available,0.0,Unknown,Unknown,Unknown,2000.0,0.0,Accelerated from 2016 to 2015,Martin Luther King Dr - South Side ( S Hackberry St to S Palmetto ),1997.7844012011071
2425,IMP,3,Pecan Valley Dr,S New Braunfels Ave,Quig,Even Side,149000.0,2015,Not Available,Not Available,Not Available,Not Available,0.0,Unknown,Unknown,Unknown,960.0,0.0,Unknown,Pecan Valley Dr - South Side ( S New Braunfels Ave to Quig ),955.455121729289
2431,IMP,3,New Braunfels Ave S,Pecan Valley Dr,Lasses,Even Side,117000.0,2015,Not Available,Not Available,Not Available,Not Available,0.0,Unknown,Unknown,Unknown,1030.0,0.0,Unknown,S New Braunfels Ave - East Side ( Pecan Valley Dr to SE Military Dr ),1078.069283411184
2433,IMP,3,Pennystone Ave,Kellis Ave,Stringfellow Dr,South Side,124000.0,2017,Not Available,Not Available,Not Available,Not Available,0.0,Unknown,Unknown,Unknown,1129.0,0.0,Baseline,Pennystone Ave - South Side ( Kellis Ave to Stringfellow Dr ),5634.740850205649
2434,IMP,3,Southcross Blvd  E,Gittinger,S WW White Rd,North Side,169000.0,2017,Not Available,Not Available,Not Available,Not Available,0.0,Unknown,Unknown,Unknown,1936.0,0.0,Baseline,E Southcross Blvd - North Side ( Gittinger to S Ww White Rd ),1340.5440603854202
2438,IMP,5,Pendleton,Frio City Rd,Homecrest,Both Sides,350000.0,2017,Not Available,Not Available,Not Available,Not Available,0.0,Unknown,Unknown,Unknown,2300.0,0.0,Additional $10 Million,Pendleton - Both Sides ( Frio City Rd to Homecrest ),2401.9725134500036
2439,IMP,5,Menchaca,N General Mcmullen,Nw 28th St,Both Sides,246739.0,2014,Not Available,Not Available,Not Available,Not Available,0.0,Unknown,Unknown,Unknown,2750.0,0.0,Adopted 14-18 IMP,Menchaca - Both Sides ( General McMullen to Nw 28th St ),1484.5727078188318
2443,IMP,5,Baker,Creighton Ave,Dead End,Both Sides,72838.0,2014,Not Available,Not Available,Not Available,Not Available,0.0,Unknown,Unknown,Unknown,750.0,0.0,Adopted 14-18 IMP,Baker - Both Sides ( Creighton Ave to Dead End ),1087.0649200714006
2445,IMP,5,Dorris St,S Zarzamora,Calaveras St,Both Sides,125000.0,2017,Not Available,Not Available,Not Available,Not Available,0.0,Unknown,Unknown,Unknown,1500.0,0.0,Baseline,Dorris St - Both Sides ( S Zarzamora to Calaveras St ),1395.7049160916288
2448,IMP,5,Laredo St  S,Cibolo St,Trinity,Even Side,154571.0,2014,Not Available,Not Available,Not Available,Not Available,0.0,Unknown,Unknown,Unknown,1400.0,0.0,Adopted 14-18 IMP,S Laredo St - South Side ( S Navidad to S Trinity ),692.5626886397034
2450,IMP,5,Topaz St,Arbor Place,Delgado St,Both Sides,71000.0,2015,Not Available,Not Available,Not Available,Not Available,0.0,Unknown,Unknown,Unknown,630.0,0.0,Unknown,Topaz St - Both Sides ( Arbor Place to Delgado St ),3081.2336240533164
2466,IMP,10,Eisenhauer Rd,Robin Rest Dr,Thrush View Ln,Both Sides,44620.0,2015,Not Available,Not Available,Not Available,Not Available,0.0,Unknown,Unknown,Unknown,350.0,0.0,Proposed,Eisenhauer Rd - North Side ( Robin Rest Dr to Thrush View Ln ),372.531248597065
2468,IMP,6,Jean Verte,Chinon,Roquefort,Even Side,24279.0,2014,Not Available,Not Available,Not Available,Not Available,0.0,Unknown,Unknown,Unknown,250.0,0.0,Completed,Jean Verte - East Side ( Chinon to Roquefort ),257.3668408670175
2474,IMP,8,Babcock Rd,Wurzbach Rd,Merton Minter,Odd Sides,17529.75,2016,Not Available,Not Available,Not Available,2018-01-05,0.0,Unknown,Unknown,Unknown,265.0,0.0,Baseline,Babcock Rd - Both Sides ( Hamilton Wolfe to Roanoke Run ),262.4992089601267
2479,IMP,8,Roadrunner Way,W Hausman Rd,Utsa Blvd,Even Side,97000.0,2015,Not Available,Not Available,Not Available,Not Available,0.0,Unknown,Unknown,Unknown,2087.0,0.0,Unknown,Roadrunner Way - East Side ( W Hausman Rd to Utsa Blvd ),907.6001418345024
2480,IMP,8,Huebner Rd,Vance Jackson,Huebner Oaks,Odd Side,25220.0,2015,Not Available,Not Available,Not Available,Not Available,0.0,Unknown,Unknown,Unknown,500.0,0.0,Accelerated from 2016 to 2015,Huebner Rd - West Side ( Vance Jackson to Ih 10 W Access Rd ),195.72265911822177
2483,IMP,7,Eckhert Rd,North Hollow,Huebner Rd,Both Sides,93000.0,2017,Not Available,Not Available,Not Available,Not Available,0.0,Unknown,Unknown,Unknown,1380.0,0.0,Additional $10 Million,Eckhert Rd - Both Sides ( North Holw to Huebner Rd ),1552.6335514839434
2484,IMP,7,Apple Green Rd,Huebner Rd,Lomax,East Side,17000.0,2017,Not Available,Not Available,Not Available,Not Available,0.0,Unknown,Unknown,Unknown,450.0,0.0,Additional $10 Million,Apple Green Rd - North Side ( Huebner Rd to Lomax ),410.9138139853744
2488,IMP,7,Alexander Hamilton,Wilson Blvd,Manor Dr,Both Sides,149000.0,2016,Not Available,Not Available,Not Available,Not Available,0.0,Unknown,Unknown,Unknown,1520.0,0.0,Baseline,Alexander Hamilton - Both Sides ( Wilson Blvd to Manor Dr ),1434.0429934448134
2489,IMP,7,Nw 36th St,Bangor,Woodlawn,Odd Side,96000.0,2015,Not Available,Not Available,Not Available,Not Available,0.0,Unknown,Unknown,Unknown,1100.0,0.0,Unknown,Nw 36th St - Both Sides ( Culebra Rd to Bangor St ),1147.9635296932038
2490,IMP,7,Bangor St,Hillcrest Dr,Nw 36th St,Both Sides,218516.0,2014,Not Available,Not Available,Not Available,Not Available,0.0,Unknown,Unknown,Unknown,2250.0,0.0,Adopted 14-18 IMP,Bangor St - Both Sides ( Hillcrest Dr to Nw 36th St ),2292.305218111904
2491,IMP,7,Bennington Dr,Callaghan Rd,Darwin Dr,North Side,105000.0,2017,Not Available,Not Available,Not Available,Not Available,0.0,Unknown,Unknown,Unknown,640.0,0.0,Baseline,Bennington Dr - North Side ( Callaghan Rd to Darwin Dr ),533.9852839054696
2499,IMP,4,Old Sky Harbor,Old Pearsall Rd,Mariner St,Both Sides,153000.0,2017,Not Available,Not Available,Not Available,Not Available,0.0,Unknown,Unknown,Unknown,1700.0,0.0,Baseline,Old Sky Harbor - Both Sides ( Old Pearsall Rd to Mariner St ),1190.4614535778962
2502,IMP,9,Mt Serolod,Mt Boracho,Blanco Rd,Both Sides,144269.0,2015,Not Available,Not Available,Not Available,Not Available,0.0,Unknown,Unknown,Unknown,2100.0,0.0,Unknown,Mt Serolod - Both Sides ( Mt Boracho to Blanco Rd ),2158.543727401894
2505,IMP,9,Reverie Ln,W Silver Sands,Fantasia,Odd Side,67292.0,2014,Not Available,Not Available,Not Available,Not Available,0.0,Unknown,Unknown,Unknown,750.0,0.0,Adopted 14-18 IMP,Reverie Ln - West Side ( W Silver Sands to Fantasia ),517.1951778387099
2509,IMP,9,Limelight,Tammy,W Ramsey,Odd Side,73000.0,2015,Not Available,Not Available,Not Available,Not Available,0.0,Unknown,Unknown,Unknown,1566.0,0.0,Unknown,Limelight - West Side ( Tammy to W Ramsey ),1437.992067097521
2510,IMP,8,Huebner Rd,Nw Military Hwy,Emerald Hill Dr,Odd Side,31000.0,2015,Not Available,Not Available,Not Available,Not Available,0.0,Unknown,Unknown,Unknown,492.0,0.0,Unknown,Huebner Rd - North Side ( Nw Military Hwy to Emerald Hill Dr ),3662.5121417236937
2511,IMP,7,Babcock Rd,Hollyhock Rd,Welles Way,Even Side,87759.0,2016,Not Available,Not Available,Not Available,Not Available,0.0,Unknown,Unknown,Unknown,1200.0,0.0,Additional Funds $10M,Babcock Rd - West Side ( Hollyhock Rd to Welles Way ),1335.1137544945248
2516,IMP,2,Palmetto  S,Wyoming St,E Commerce St,Both Sides,89000.0,2015,Not Available,Not Available,Not Available,Not Available,0.0,Unknown,Unknown,Unknown,1500.0,0.0,Unknown,S Palmetto - Both Sides ( Wyoming St to E Commerce St ),1424.829789578675
2524,IMP,7,Thomas Jefferson Dr,Manor Dr,Wilson Blvd,Both Sides,143000.0,2017,Not Available,Not Available,Not Available,Not Available,0.0,Unknown,Unknown,Unknown,1550.0,0.0,Additional $10 Million,Thomas Jefferson Dr - South Side ( Wilson Blvd to Dickinson Dr ),1429.815747858905
2529,IMP,9,Coach Rd,Blanco Rd,W Ramsey,Even Side,116400.0,2015,Not Available,Not Available,Not Available,Not Available,0.0,Unknown,Unknown,Unknown,1275.0,0.0,Accelerated from 2016 to 2015,Coach Rd - South Side ( Blanco Rd to W Ramsey ),1449.5953368124008
2542,IMP,8,Callaghan Rd,Midvale,Fredericksburg Rd,West Side,141805.5,2017,Not Available,Not Available,Not Available,Not Available,0.0,Unknown,Unknown,Unknown,825.0,0.0,Additional $10 Million,Callaghan Rd - North Side ( Midvale to Fredericksburg Rd ),576.0199668056277
2558,IMP,7,Sutton,Dickinson Dr,Wilson Blvd,Both Sides,190000.0,2015,Not Available,Not Available,Not Available,Not Available,0.0,Unknown,Unknown,Unknown,2684.0,0.0,Unknown,Sutton - Both Sides ( Dickinson Dr to Wilson Blvd ),2627.46997042625
2559,IMP,7,Camino Santa Maria,W Woodlawn,Culebra Rd,Even Side,89723.0,2014,Not Available,Not Available,Not Available,Not Available,0.0,Unknown,Unknown,Unknown,1000.0,0.0,Adopted 14-18 IMP,Camino Santa Maria - East Side ( W Woodlawn to Culebra Rd ),2333.452975493622
2764,IMP,1,Ahern Dr,W Rampart & E Rampart,W Rector,Even Side,68021.0,2014,Not Available,Not Available,Not Available,Not Available,0.0,Unknown,Unknown,Unknown,700.0,0.0,Adopted 14-18 IMP,Ahern Dr - Even Side ( W Rampart & E Rampart To W Rector ) ,644.2481385367495
2766,IMP,4,Annarose Ln,Prairie Hill,Hunters Crk,Both Sides,203064.575,2016,Not Available,Not Available,Not Available,2017-09-29,0.0,Unknown,Unknown,Unknown,2450.0,0.0,Additional Funds $10M,Annarose Ln - Both Sides ( Prairie Hill To Hunters Crk ) ,1611.2026490844685
2768,IMP,5,Aurora Ave,Nw 36th St,Nw 38th St,Odd Side,121472.0,2014,Not Available,Not Available,Not Available,Not Available,0.0,Unknown,Unknown,Unknown,1250.0,0.0,Adopted 14-18 IMP,Aurora Ave - Odd Side ( Nw 36th St To Nw 38th St ) ,981.9319499179828
2785,IMP,10,E Mally Blvd,Larkwood,Northridge Dr,East Side,450000.0,2014,Not Available,Not Available,Not Available,Not Available,0.0,Unknown,Unknown,Unknown,5000.0,0.0,Added with Concurrence Memo,E Mally Blvd - East Side ( Larkwood To Northridge Dr ) ,284.25409150914015
2795,IMP,4,Fort Parker Dr,Prairie Hill,Hunters Crk,Both Sides,251137.005,2016,Not Available,Not Available,Not Available,Not Available,0.0,Unknown,Unknown,Unknown,3030.0,0.0,Additional Funds $10M,Fort Parker Dr - Both Sides ( Prairie Hill To Hunters Crk ) ,3051.26245980817
2811,IMP,5,Holy Cross,Aurora Ave,Maria Elena,Both Sides,185000.0,2016,Not Available,Not Available,Not Available,2017-09-29,0.0,Unknown,Unknown,Unknown,1800.0,0.0,Baseline,Holy Cross - Both Sides ( Aurora Ave To Maria Elena ) ,5600.648447090465
2824,IMP,4,Little Crk,Great Spirit,Rain Dance Dr,Both Sides,15449.0,2014,Not Available,Not Available,Not Available,Not Available,0.0,Unknown,Unknown,Unknown,159.0,0.0,Adopted 14-18 IMP,Little Crk - Both Sides ( Great Spirit To Rain Dance Dr ) ,151.8238266195716
2828,IMP,5,Maria Elena,NW 36th St,NW 38th,Both Sides,232000.0,2017,Not Available,Not Available,Not Available,Not Available,0.0,Unknown,Unknown,Unknown,2400.0,0.0,Baseline,Maria Elena - Both Sides ( NW 36th St To NW 38th ) ,2066.654998382345
2833,IMP,2,Midcrown Dr E,Mesa Bonita,Woodlake Pkwy,Even Side,42248.0,2014,Not Available,Not Available,Not Available,Not Available,0.0,Unknown,Unknown,Unknown,435.0,0.0,Adopted 14-18 IMP,Midcrown Dr E - Even Side ( Mesa Bonita To Woodlake Pkwy ) ,435.0202783434584
2842,IMP,4,Pine Holw,Hunters Crk,Prairie Hill,Both Sides,341263.43,2017,Not Available,Not Available,Not Available,Not Available,0.0,Unknown,Unknown,Unknown,3271.0,0.0,Additional $10 Million,Pine Holw - Both Sides ( Hunters Crk To Prairie Hill ) ,702.251755246934
2843,IMP,4,Prairie Hill,Fairmeadows,Goose Crk,Both Sides,237119.0,2014,Not Available,Not Available,Not Available,Not Available,0.0,Unknown,Unknown,Unknown,2441.0,0.0,Adopted 14-18 IMP,Prairie Hill - Both Sides ( Fairmeadows To Goose Crk ) ,2337.972294781107
2844,IMP,4,Rain Dance Dr,Little Crk,War Cloud Dr,Both Sides,101235.0,2014,Not Available,Not Available,Not Available,Not Available,0.0,Unknown,Unknown,Unknown,1042.0,0.0,Adopted 14-18 IMP,Rain Dance Dr - Both Sides ( Little Crk To War Cloud Dr ) ,1944.1246230732904
2855,IMP,1,Sprucewood,Dellwood,Mccullough Ave,Odd Side,37506.0,2014,Not Available,Not Available,Not Available,Not Available,0.0,Unknown,Unknown,Unknown,386.0,0.0,Adopted 14-18 IMP,Sprucewood - Odd Side ( Dellwood To Mccullough Ave ) ,567.9802675237058
2856,IMP,7,Stardust St,Ingram Rd,Ebony Dr,Both Sides,481000.0,2015,Not Available,Not Available,Not Available,Not Available,0.0,Unknown,Unknown,Unknown,4900.0,0.0,Unknown,Stardust St - Both Sides ( Ingram Rd To Ebony Dr ) ,4034.547926682078
2863,IMP,2,Vista Lake,Whispering Lake,Lake Victoria,Both Sides,35588.0,2014,Not Available,Not Available,Not Available,Not Available,0.0,Unknown,Unknown,Unknown,366.0,0.0,Adopted 14-18 IMP,Vista Lake - Both Sides ( Whispering Lake To Lake Victoria ) ,342.7372306377888
2866,IMP,7,White Tail,Ingram Rd,Magnum,Both Sides,111600.0,2017,Not Available,Not Available,Not Available,Not Available,0.0,Unknown,Unknown,Unknown,1200.0,0.0,Additional $10 Million,White Tail - Both Sides ( Ingram Rd To Magnum ) ,1096.225894883922
2870,IMP,5,Woley,Aurora Ave,Maria Elena,Both Sides,160000.0,2015,Not Available,Not Available,Not Available,Not Available,0.0,Unknown,Unknown,Unknown,1650.0,0.0,Unknown,Woley - Both Sides ( Aurora Ave To Maria Elena ) ,1101.933631677633
2875,IMP,2,Woodlake Pkwy,Midcrown Dr E,Wisteria Hill,Both Sides,230997.0,2014,Not Available,Not Available,Not Available,Not Available,0.0,Unknown,Unknown,Unknown,2378.0,0.0,Adopted 14-18 IMP,Woodlake Pkwy - Both Sides ( Midcrown Dr E To Wisteria Hill ) ,2432.538460566505
2880,IMP,5,Nw 36th St,Dead End,Aurora Ave,Both Sides,71220.0,2014,Not Available,Not Available,Not Available,Not Available,0.0,Unknown,Unknown,Unknown,733.0,0.0,Adopted 14-18 IMP,Nw 36th St - Both Sides ( Dead End To Aurora Ave ) ,795.0994194176967
1111,IMP,7,N Murry St,W Commerce St,W Houston St,Even Side,116542.0,2014,Not Available,Not Available,Not Available,Not Available,0.0,Unknown,Unknown,Unknown,1200.0,0.0,Adopted 14-18 IMP,NW 36TH ST - East Sides ( Bangor St To W Woodlawn ),1307.1841086654226
1130,IMP,3,CLARK AVE,Hot Wells,Coney Ave,Even Side,67292.0,2014,Not Available,Not Available,Not Available,Not Available,0.0,Unknown,Unknown,Unknown,750.0,0.0,Adopted 14-18 IMP,CLARK AVE - East Side ( Hot Wells To Coney Ave ),502.02844401577875
1137,IMP,3,Malone  E,Lancaster,Probandt St,Even Side,40000.0,2015,Not Available,Not Available,Not Available,Not Available,0.0,Unknown,Unknown,Unknown,430.0,0.0,Unknown,E MALONE - South Side ( Lancaster To Probandt St ),404.1521980908097
